Indent|Reference|Text|Document|Page|Heading|full_reference|word_count
4|(aa)|Residents proceeding abroad temporarily for reasons other than business or holiday travel may be granted a travel allowance within the single discretionary allowance limit of R1 million per calendar year.|||False|B.1(A)(ii)(e)(aa)|30
4|(bb)|The ADLA should at the time of processing the transaction view the client's valid passport, and if travelling by air, the client's passenger ticket. A travel itinerary may not be accepted.|||False|B.1(A)(ii)(e)(bb)|31
4|(cc)|The temporary export of any household and personal effects, jewellery, motor vehicles, caravans, trailers and motorcycles within a limit of R1 million (based on the insurance value) is permitted for individuals travelling temporarily abroad. Clients must be made aware that the prescribed SARS Customs Declaration form should be completed on departure and the onus is on the traveller to ensure that the goods exported or the sale proceeds thereof are returned to South Africa upon their permanent return.|||False|B.1(A)(ii)(e)(cc)|78
4|(dd)|Where the goods exported or the sale proceeds thereof are not to be returned to South Africa, a suitable application must be submitted to the Financial Surveillance Department.|||False|B.1(A)(ii)(e)(dd)|28
4|(ee)|In the case of any jewellery to be exported, travellers should note that:|||False|B.1(A)(ii)(e)(ee)|13
5|(1)|the articles to be exported must be fully manufactured and not crudely produced; and|||False|B.1(A)(ii)(e)(ee)(1)|14
5|(2)|the value of jewellery to be carried by travellers must be reasonable in relation to their financial means and standing.|||False|B.1(A)(ii)(e)(ee)(2)|20
3|(f)|Foreign visitors (tourists)|||True|B.1(A)(ii)(f)|3
4|(aa)|Foreign visitors (tourists) to South Africa may only be granted foreign currency on departure from South Africa if the ADLA has the tourist on record as having sold foreign currency earlier to the ADLA or view documentary proof that the amount being applied for is the unspent portion of the proceeds of foreign currency introduced to and exchanged in South Africa.|||False|B.1(A)(ii)(f)(aa)|61
4|(bb)|Foreign visitors (tourists) persons may export any foreign banknotes imported to South Africa on their arrival. No more than R25 000 may on departure be exported in Rand notes.|||False|B.1(A)(ii)(f)(bb)|29
4|(cc)|ADLAs may apply to the Financial Surveillance Department for an exemption for their branches at local international airports and border posts to exchange Rand notes to foreign currency (without proof of foreign currency introduced) for amounts up to R10 000 per transaction against presentation to the ADLA of the traveller's valid passport and boarding pass. A boarding pass is not required at border posts.|||False|B.1(A)(ii)(f)(cc)|64
3|(g)|Omnibus travel facilities|||True|B.1(A)(ii)(g)|3
4|(aa)|ADLAs may approve in writing applications by entities for omnibus travel facilities up to R20 million per calendar year for allocation to the entities' representatives for business travel purposes only, at the discretion of the relevant entity.|||False|B.1(A)(ii)(g)(aa)|37
4|(bb)|At the beginning of each calendar year, the entity should apply in writing, on the entity's letterhead, to the ADLA for permission to avail of an omnibus travel facility. The following should be included in the letter:|||False|B.1(A)(ii)(g)(bb)|37
5|(1)|the total amount that is applied for in the calendar year;|||False|B.1(A)(ii)(g)(bb)(1)|11
5|(2)|that the amount applied for is reasonable in relation to the business activities of the entity concerned;|||False|B.1(A)(ii)(g)(bb)(2)|17
5|(3)|the purpose that the travel omnibus facility will be used for;|||False|B.1(A)(ii)(g)(bb)(3)|11
5|(4)|the envisaged number of trips during the calendar year;|||False|B.1(A)(ii)(g)(bb)(4)|9
5|(5)|the names, surnames and identity numbers of the administrative employees that are authorised by the entity to deal with the ADLA;|||False|B.1(A)(ii)(g)(bb)(5)|21
5|(6)|the CDD documentation of the administrative employees that are authorised by the entity to deal with the ADLA; and|||False|B.1(A)(ii)(g)(bb)(6)|19
5|(7)|the CDD documentation of the entity.|||False|B.1(A)(ii)(g)(bb)(7)|6
4|(cc)|If the ADLA is satisfied that the entity has not applied for an omnibus travel facility with any other Authorised Dealer and the application letter and CDD documentation meet with the minimum requirements, a formal letter must be issued authorising the entity to avail of an omnibus travel facility of up to R20 million (for business travel, land arrangements and subsistence allowances only) during the calendar year.|||False|B.1(A)(ii)(g)(cc)|67
4|(dd)|On each occasion during the calendar year that the representatives of the entity have to travel, the ADLA must view an official letter from the entity concerned authorising the proposed business visit to be undertaken and explaining the purpose of the proposed business trip. The ADLA must also view the passenger ticket and passport of the prospective traveller(s).|||False|B.1(A)(ii)(g)(dd)|58
4|(ee)|The ADLA must maintain a schedule of the visits undertaken by the representative(s), the amount of foreign currency accorded and subsequently resold on each occasion.|||False|B.1(A)(ii)(g)(ee)|25
4|(ff)|The above-mentioned documentation must be retained by the ADLA for a period of five years for inspection purposes.|||False|B.1(A)(ii)(g)(ff)|18
4|(gg)|The omnibus travel facility may only be used for business travel purposes and may not be deposited into any foreign bank account or be used to acquire goods and/or services abroad.|||False|B.1(A)(ii)(g)(gg)|31
4|(hh)|Applications for facilities in excess of R20 million must be submitted to the Financial Surveillance Department for consideration.|||False|B.1(A)(ii)(g)(hh)|18
4|(ii)|Representatives of entities availing of an omnibus travel facility also qualify in their personal capacity for a travel allowance within the single discretionary allowance limit of R1 million per calendar year.|||False|B.1(A)(ii)(g)(ii)|31
3|(h)|Rand notes dispensation to travellers|||True|B.1(A)(ii)(h)|5
3||In addition to the travel allowance, R25 000 in Rand notes per person may be taken when proceeding on visits outside the CMA, to meet travellers' immediate needs on return to South Africa.|||False|B.1(A)(ii)(h)|33
3|(i)|Acceptance of foreign banknotes|||True|B.1(A)(ii)(i)|4
4|(aa)|ADLAs may buy foreign currency banknotes from travel agents, hotels, restaurants, shops and other persons, whose business is directly related to the tourist industry.|||False|B.1(A)(ii)(i)(aa)|24
4|(bb)|The origin of the foreign currency must be from foreign notes used as payment for goods and/or services by foreign tourists. The aforementioned parties may not exchange currency offered by foreign tourists for Rand without an underlying sale of goods and/or services rendered.|||False|B.1(A)(ii)(i)(bb)|43
4|(cc)|The foreign currency obtained from visitors must be sold to an ADLA or Authorised Dealer not later than the following business day after acquisition thereof.|||False|B.1(A)(ii)(i)(cc)|25
4|(dd)|Prior to purchasing such foreign currency, the ADLA must view documentary evidence that the party offering the notes for sale has been authorised by an Authorised Dealer or the Financial Surveillance Department to accept foreign banknotes and foreign currency travellers cheques from visitors to South Africa in payment of goods supplied and services rendered. An Authorised Dealer endorsed authorisation letter to this effect must be produced to and retained by the ADLA when buying the foreign currency.|||False|B.1(A)(ii)(i)(dd)|77
4|(ee)|ADLAs may also purchase reasonable amounts of foreign currency banknotes from residents who received the foreign currency banknotes from visitors to South Africa as payment for services rendered (e.g. gratuities, tips or gifts).|||False|B.1(A)(ii)(i)(ee)|33
3|(j)|Conditions applicable to providing a travel allowance|||True|B.1(A)(ii)(j)|7
4|(aa)|Individuals travelling to countries outside South Africa must in addition to the normal CDD requirements provided for in the RMCP of the individual ADLA provide copies of the passport, and a passenger ticket (travel itinerary may not be accepted) which must be retained by the ADLA for five years for a journey commencing from South Africa.|||False|B.1(A)(ii)(j)(aa)|56
4|(bb)|Overland travellers, passengers on charter flights, persons flying private aircraft and persons sailing on private yachts who do not purchase tickets of the nature mentioned in (aa) above, need only present a valid passport.|||False|B.1(A)(ii)(j)(bb)|34
4|(cc)|Foreign currency may be availed of in any authorised form within the limit mentioned in subsections (a)(aa) and (bb) above.|||False|B.1(A)(ii)(j)(cc)|20
4||ADLAs may, therefore, accord individuals with foreign currency banknotes and travellers cheques for travel purposes.|||False|B.1(A)(ii)(j)(cc)|15
4||Credit and/or debit cards may be used to avail up to 100 per cent of the authorised prescribed or remaining travel allowance.|||False|B.1(A)(ii)(j)(cc)|22
4||The travel allowance may also be transferred abroad to the traveller's own foreign bank account or that of their spouse, but not to the account of a third party.|||False|B.1(A)(ii)(j)(cc)|29
4||Minors travelling with parents may have their travel allowances transferred to their parents' bank account abroad.|||False|B.1(A)(ii)(j)(cc)|16
4|(dd)|The single discretionary allowance limit mentioned in subsections (a)(aa) and (bb) above may not be exceeded.|||False|B.1(A)(ii)(j)(dd)|16
4|(ee)|When providing foreign currency, ADLAs must inform their clients that in terms of the provisions of Regulation 2(4), the foreign currency provided may only be used for the purpose for which it was made available.|||False|B.1(A)(ii)(j)(ee)|35
4|(ff)|ADLAs must inform their clients that in terms of the provisions of Regulation 2(5), any unused foreign currency must be resold within 30 days to an Authorised Dealer or ADLA on their return to South Africa. Exemption from Regulation 2(5) is, however, granted to business travellers going abroad on recurring business trips. Where the next business trip is to commence within 90 days after returning from a previous business trip, any unutilised foreign currency may be retained by the traveller for use during subsequent business trips.|||False|B.1(A)(ii)(j)(ff)|86
4|(gg)|ADLAs may effect advance payments in respect of tours, hotel accommodation and vehicle rental at the request of resident travel agents and/or tour operators. In this regard, a facsimile copy of an overseas invoice or email message, plus a covering invoice from the local travel agent, may be accepted. The invoice issued by the local travel agent must contain the name and residential address of the resident traveller, as well as the foreign currency and/or Rand amount.|||False|B.1(A)(ii)(j)(gg)|77
4||The Third Party attributes is mandatory and must be populated with the resident traveller's details and any such transactions appropriately sequenced, where applicable, when reporting them by way of the FinSurv Reporting System. Where transactions cannot be sequenced, they must be submitted individually.|||False|B.1(A)(ii)(j)(gg)|43
4|(hh)|In addition to advance payments permitted above, ADLAs may also effect advance payments to secure the venues to host travel incentive scheme rewards events where the names of the attendees are not known. In this regard, a facsimile copy of the overseas invoice or email message, plus the covering invoice from the local organising company may be accepted. When doing the final payment, the final invoice from the organiser must contain the name and address of all participants as well as the foreign currency and/or Rand amount. Where the invoice reflects that the costs include the venue hire, accommodation and conference costs, ADLAs may in such instance make the full advance payment covering such costs.|||False|B.1(A)(ii)(j)(hh)|115
4|(ii)|The Third Party attributes is mandatory and must be populated with the resident travellers' details, when the final payment is affected. Such transactions must be appropriately sequenced or submitted individually when reporting the transactions by way of the FinSurv Reporting System, to reflect the actual amounts availed of by each of the respective travellers.|||False|B.1(A)(ii)(j)(ii)|54
4|(jj)|The advance payments mentioned in (gg) and (hh) and (ii) above must be deducted from the permissible travel allowance.|||False|B.1(A)(ii)(j)(jj)|19
4|(kk)|Except as provided for in (gg) and (hh) and (ii) above, a prospective traveller may not be furnished with foreign currency more than 60 days prior to the date of departure.|||False|B.1(A)(ii)(j)(kk)|31
4|(ll)|Prior to making such foreign currency available, ADLAs must record on their integrated forms the following information:|||False|B.1(A)(ii)(j)(ll)|17
5|(1)|the mode of transport, the reference number issued, the date of departure, and destination, where a passenger ticket is issued; and|||False|B.1(A)(ii)(j)(ll)(1)|21
5|(2)|the mode of transport, the date of departure, the destination and the name of the border post from where the traveller will exit South Africa, where a passenger ticket is not issued.|||False|B.1(A)(ii)(j)(ll)(2)|32
4|(mm)|ADLAs must also obtain a written undertaking from the prospective traveller that the prospective traveller:|||False|B.1(A)(ii)(j)(mm)|15
5|(1)|will indeed travel within 60 days from the date of the request to be accorded foreign currency;|||False|B.1(A)(ii)(j)(mm)(1)|17
5|(2)|will not purchase foreign currency from an Authorised Dealer and/or another ADLA in excess of the applicable limits;|||False|B.1(A)(ii)(j)(mm)(2)|18
5|(3)|will offer for resale all foreign currency accorded in the event of the trip being cancelled, to an Authorised Dealer and/or an ADLA within 30 days of cancellation; and|||False|B.1(A)(ii)(j)(mm)(3)|29
5|(4)|will offer for resale to an Authorised Dealer or ADLA any unused foreign currency within 30 days of their return to South Africa. Also see (ff) above.|||False|B.1(A)(ii)(j)(mm)(4)|27
4|(nn)|ADLAs, on the integrated form, must with all transactions, record the clients  names, nationalities, residential addresses and telephone numbers to facilitate communication.|||False|B.1(A)(ii)(j)(nn)|22
4|(oo)|Travel allowances cover a calendar year. Any traveller not availing of the maximum allowance during a first journey may utilise the unused portion of the annual allowance for a subsequent journey at any time during the same calendar year.|||False|B.1(A)(ii)(j)(oo)|39
4|(pp)|While advance payments in terms of (gg) and (hh) and (ii) above may, if needed, be made in a preceding calendar year in respect of a journey commencing in the next calendar year, the amounts involved must be deducted from the travel allowance applicable to the individual concerned in the calendar year in which the journey commences.|||False|B.1(A)(ii)(j)(pp)|57
4|(qq)|A person who has not utilised any part of the travel allowance for a particular calendar year and who leaves on a journey that will extend into the next calendar year may be granted the full travel allowance facilities applicable to the calendar year in which the journey commences. The fact that the journey extends into the subsequent calendar year will not debar the granting of further travel allowance facilities for a separate subsequent journey in such calendar year.|||False|B.1(A)(ii)(j)(qq)|79
4|(rr)|To the extent that foreign currency previously granted have been repurchased, ADLAs may subsequently furnish the equivalent Rand amount in foreign currency to that person for further travel in the same calendar year, together with any balance that may not have been previously availed of up to the single discretionary allowance limit of R1 million per calendar year.|||False|B.1(A)(ii)(j)(rr)|58
2|(iii)|Cross-border foreign exchange transaction reporting categories|||True|B.1(A)(iii)|6
2||The table 4 below summarises the cross-border foreign exchange transaction reporting categories applicable to a Category One ADLA:|||False|B.1(A)(iii)|18
1|(B)|Category Two: Bureaux de Change who can also offer money remittance services in partnership with external money transfer operators|||True|B.1(B)|19
2|(i)|Business activities|||True|B.1(B)(i)|2
3|(a)|The business activities are broadened from the services provided by Category One ADLAs to also include transactions under the single discretionary allowance limit of R1 million per calendar year and the offering of money remittance services via external money transfer operators.|||False|B.1(B)(i)(a)|41
3|(b)|For single remittance transactions up to R5 000, only the applicant's proof of identity has to be viewed by the ADLA concerned.|||False|B.1(B)(i)(b)|22
2|(ii)|Permissible transactions|||True|B.1(B)(ii)|2
2||The following transactions may be entered into by a Category Two ADLA, in addition to the transactions outlined in subsection (A)(ii) above:|||False|B.1(B)(ii)|22
3|(a)|Monetary gifts|||True|B.1(B)(ii)(a)|2
4|(aa)|ADLAs may allow resident individuals and foreign nationals that qualify to transfer monetary gifts within the single discretionary allowance limit of R1 million per applicant during a calendar year to non-resident individuals and to resident individuals who are overseas temporarily, excluding those residents who are abroad on holiday or business travel.|||False|B.1(B)(ii)(a)(aa)|51
4|(bb)|In addition to the normal CDD requirements, ADLAs are advised that the resident individual and foreign national must produce a valid green bar-coded South African identity document or Smart identity document card for identification purposes and the identity number will be mandatory when reporting the transaction in terms of the Reporting System.|||False|B.1(B)(ii)(a)(bb)|52
3|(b)|Migrant labourers returning to neighbouring countries|||True|B.1(B)(ii)(b)|6
4|(aa)|Migrant workers are permitted to send reasonable amounts representing earnings to their home countries.|||False|B.1(B)(ii)(b)(aa)|14
4|(bb)|In addition to the normal CDD requirements provided for in the RMCP of the individual ADLA, ADLAs must view a passport, asylum seeker permit, maroon refugee identity document or any other acceptable form of identification and obtain the residential address information for reporting purposes prior to effecting transfers in this regard.|||False|B.1(B)(ii)(b)(bb)|51
3|(c)|Study allowance|||True|B.1(B)(ii)(c)|2
4|(aa)|Residents who are 18 years and older and proceeding abroad for study purposes qualify for an allowance within the single discretionary allowance limit of R1 million per calendar year.|||False|B.1(B)(ii)(c)(aa)|29
4|(bb)|Should a spouse accompany a student, an allowance within the single discretionary allowance limit of R1 million per calendar year may also be accorded to the spouse.|||False|B.1(B)(ii)(c)(bb)|27
4|(cc)|Residents who are under the age of 18 years and proceeding abroad for study purposes qualify for an allowance of R200 000 per calendar year.|||False|B.1(B)(ii)(c)(cc)|25
4|(dd)|ADLAs may also authorise the export of any household and personal effects, including jewellery (but excluding motor vehicles), up to a value of R200 000 per student under cover of the prescribed SARS Customs Declaration form.|||False|B.1(B)(ii)(c)(dd)|36
4|(ee)|In addition to the aforegoing, ADLAs may transfer directly to the institution concerned the relative tuition and academic fees for the academic year, against documentary evidence confirming the amount involved.|||False|B.1(B)(ii)(c)(ee)|30
4|(ff)|Any additional foreign exchange requirements must be referred to the Financial Surveillance Department.|||False|B.1(B)(ii)(c)(ff)|13
4|(gg)|Prior to effecting the payment ADLAs must view the following:|||False|B.1(B)(ii)(c)(gg)|10
5|(1)|documentary evidence from the institutions concerned confirming that the student has been enrolled for a course for the period claimed;|||False|B.1(B)(ii)(c)(gg)(1)|20
5|(2)|evidence of the tuition and academic fees in the form of a letter or prospectus from the institution to be attended; and|||False|B.1(B)(ii)(c)(gg)(2)|22
5|(3)|in addition to the normal CDD requirements, ADLAs are advised that the resident individual must produce a valid green bar-coded South African identity document or Smart identity document card for identification purposes.|||False|B.1(B)(ii)(c)(gg)(3)|32
4|(hh)|The ADLA must retain copies of the documents mentioned in (gg) above for a period of five years for inspection purposes.|||False|B.1(B)(ii)(c)(hh)|21
4|(ii)|Should a student require a continuation of the above- mentioned transfers during a period following the initial academic year, new documentary evidence complying with the requirements of (gg) above must be submitted and further transfers may thereafter be permitted on the basis outlined in (aa) to (cc) above.|||False|B.1(B)(ii)(c)(ii)|48
3|(d)|Foreign nationals temporarily in the Republic of South Africa|||True|B.1(B)(ii)(d)|9
4|(aa)|ADLAs may permit foreign nationals who are employed in South Africa on a contract basis, including CMA residents working and residing in South Africa, to transfer abroad funds that have been earned in South Africa provided that:|||False|B.1(B)(ii)(d)(aa)|37
5|(1)|the foreign nationals can substantiate the source from which they have acquired such funds;|||False|B.1(B)(ii)(d)(aa)(1)|14
5|(2)|the value of such funds is reasonable in relation to their earnings in South Africa; and|||False|B.1(B)(ii)(d)(aa)(2)|16
5|(3)|in addition to the normal CDD requirements provided for in the RMCP of the individual ADLA, the ADLAs must view a valid passport and temporary residence permit prior to effecting transfers in this regard.|||False|B.1(B)(ii)(d)(aa)(3)|34
2|(iii)|External money transfer operators|||True|B.1(B)(iii)|4
3|(a)|On application to the Financial Surveillance Department, consideration will be given to allow Category Two ADLAs to also offer money remittance services via external money transfer operators to facilitate cross-border transfers.|||False|B.1(B)(iii)(a)|31
3|(b)|The following principles must be complied with when a Category Two ADLA offers money remittance services via external money transfer operators to facilitate formal cross-border transfers:|||False|B.1(B)(iii)(b)|26
4|(aa)|the offering institution must take full responsibility and accountability for its compliance with the requirements of the|||False|B.1(B)(iii)(b)(aa)|17
4||FIC Act in relation to the money remittance service which it will be offering;|||False|B.1(B)(iii)(b)(aa)|14
4|(bb)|the offering institution must have adequate resources and systems in place to meet its obligations under the FIC Act in respect of money remittance services it will be offering. More specifically, the offering institution's systems that will facilitate compliance with its obligations in terms of the FIC Act in relation to the remittance service it will be offering must be integrated with the rest of its systems for compliance with these obligations;|||False|B.1(B)(iii)(b)(bb)|72
4|(cc)|both the offering institution and any external money transfer operator with which the institution may enter into an agreement must guarantee that all information captured in relation to the use of the service provider's products and services in South Africa will be held and maintained in South Africa; and|||False|B.1(B)(iii)(b)(cc)|49
4|(dd)|both the external money transfer operator and the offering institution must have adequate client interface procedures as well as capturing and messaging systems in place to include the originator's identification information in the transfer message through which a sending transaction from South Africa is executed, in line with the Financial Action Task Force Recommendations.|||False|B.1(B)(iii)(b)(dd)|54
2|(iv)|Cross-border foreign exchange transaction reporting categories|||True|B.1(B)(iv)|6
2||The table 5 below summarises the cross-border foreign exchange transaction reporting categories applicable to a Category Two ADLA:|||False|B.1(B)(iv)|18
1|(C)|Category Three: Independent money transfer operators and/or value transfer service providers|||True|B.1(C)|11
2|(i)|Independent money transfer operators|||True|B.1(C)(i)|4
3|(a)|Business activities|||True|B.1(C)(i)(a)|2
3||The business activities of a Category Three ADLA (MTO) are restricted to:|||False|B.1(C)(i)(a)|12
4|(aa)|Money remittance services, i.e. cross-border person-to- person payments of relatively low value.|||False|B.1(C)(i)(a)(aa)|12
4|(bb)|For single remittance transactions up to R5 000 per transaction, only the applicant's proof of identity has to be viewed by the ADLA concerned.|||False|B.1(C)(i)(a)(bb)|24
4|(cc)|Where a business relationship has been established, transactions are limited to R5 000 per transaction per day within a limit of R25 000 per applicant per calendar month. The ADLA must complete the relevant CDD requirements by establishing and verifying the identity of the applicant in terms of section 21 of the FIC Act and obtaining the applicant's residential address information for reporting purposes.|||False|B.1(C)(i)(a)(cc)|64
3|(b)|Permissible transactions|||True|B.1(C)(i)(b)|2
3||The following transactions may be entered into by a Category Three ADLA:|||False|B.1(C)(i)(b)|12
4|(aa)|Monetary gifts|||False|B.1(C)(i)(b)(aa)|2
5|(1)|ADLAs may allow resident individuals and foreign nationals that qualify to transfer monetary gifts within the limits specified under subsections (a)(bb) and (cc) above to non-resident individuals.|||False|B.1(C)(i)(b)(aa)(1)|27
4|(bb)|For transfers in terms of (1) above by resident individuals and foreign nationals that qualify, ADLAs are advised that the applicant must produce a valid green bar-coded South African identity document or Smart identity document card for identification purposes in addition to the normal CDD requirements. Migrant labourers returning to neighbouring countries|||False|B.1(C)(i)(b)(bb)|52
5|(1)|Funds earned in South Africa by migrant workers are eligible for transfer abroad within the limit specified under subsections (a)(bb) and (cc) above.|||False|B.1(C)(i)(b)(bb)(1)|23
5|(2)|For transfers in terms of subsection (a)(cc) above, ADLAs should view either a passport, asylum seeker permit, maroon refugee identity document or any other acceptable form of identification and obtain the residential address information for reporting purposes prior to effecting transfers in this regard.|||False|B.1(C)(i)(b)(bb)(2)|44
4|(cc)|Foreign nationals temporarily in the Republic of South Africa|||False|B.1(C)(i)(b)(cc)|9
5|(1)|Funds earned in South Africa by foreign national contract workers are eligible for transfer abroad within the limit specified under subsections (a)(bb) and (cc) above.|||False|B.1(C)(i)(b)(cc)(1)|25
5|(2)|For transfers in terms of subsection (a)(cc) above, ADLAs should view a passport or any other acceptable form of identification obtain the residential address information for reporting purposes as well as proof of the applicant's earnings prior to effecting transfers in this regard.|||False|B.1(C)(i)(b)(cc)(2)|43
3|(c)|Cross-border foreign exchange transaction reporting categories|||True|B.1(C)(i)(c)|6
3||The table 6 below summarises the cross-border foreign exchange transaction reporting categories applicable to a Category Three ADLA:|||False|B.1(C)(i)(c)|18
2|(ii)|Value transfer service providers|||True|B.1(C)(ii)|4
3|(a)|Business activities|||True|B.1(C)(ii)(a)|2
3||The business activities of a Category Three ADLA (VTSP) are restricted to:|||False|B.1(C)(ii)(a)|12
4|(aa)|Value transfer services, i.e. the payment of funds in South Africa and the equivalent in value being made available to beneficiaries in SADC member countries.|||False|B.1(C)(ii)(a)(aa)|25
4|(bb)|For single remittance transactions up to R5 000 per transaction, only the applicant's proof of identity has to be viewed by the ADLA concerned.|||False|B.1(C)(ii)(a)(bb)|24
4|(cc)|Where a business relationship has been established transactions are limited to R5 000 per transaction per day within a limit of R25 000 per applicant per calendar month. The ADLA must complete the relevant CDD requirements by establishing and verifying the identity of the applicant in terms of section 21 of the FIC Act and obtaining the applicant's residential address information for reporting purposes.|||False|B.1(C)(ii)(a)(cc)|64
3|(b)|Permissible transactions|||True|B.1(C)(ii)(b)|2
4|(aa)|Migrant labourers returning to neighbouring countries|||False|B.1(C)(ii)(b)(aa)|6
5|(1)|Funds earned in South Africa by migrant workers are eligible for transactions where the equivalent in value is made available to beneficiaries in SADC member countries, within the limit specified under subsections (a)(bb) and (cc) above.|||False|B.1(C)(ii)(b)(aa)(1)|36
5|(2)|For value transfers in terms of subsection (a)(cc) above, ADLAs should view either a passport, asylum seeker permit, maroon refugee identity document or any other acceptable form of identification and obtain the residential address for reporting purposes prior to effecting transfers in this regard.|||False|B.1(C)(ii)(b)(aa)(2)|44
3|(c)|Cross-border foreign exchange transaction reporting categories|||True|B.1(C)(ii)(c)|6
3||The table 7 below outlines the cross-border foreign exchange transaction reporting category applicable to a Category Three ADLA (VTSP):|||False|B.1(C)(ii)(c)|19
1|(D)|Category Four: Authorised Dealer in foreign exchange offering authorised services|||True|B.1(D)|10
2|(i)|Business activities|||True|B.1(D)(i)|2
3|(a)|On application to the Financial Surveillance Department, consideration will be given to existing ADLAs with a proven track record in Category Two or Category Three, for inclusion under Category Four.|||False|B.1(D)(i)(a)|30
3|(b)|The business activities could be a combination of the services provided by Category Two and Category Three ADLAs as outlined in subsections (B)(i), (C)(i)(a) and (C)(ii) above.|||False|B.1(D)(i)(b)|27
3|(c)|The business activities of a Category Four ADLA are restricted to:|||False|B.1(D)(i)(c)|11
4|(aa)|a Bureau de Change; and|||False|B.1(D)(i)(c)(aa)|5
4|(bb)|specific transactions under the single discretionary allowance limit of R1 million per calendar year; and|||False|B.1(D)(i)(c)(bb)|15
4|(cc)|money remittance services in partnership with external money transfer operators; and|||False|B.1(D)(i)(c)(cc)|11
4|(dd)|an independent money transfer operator; and/or|||False|B.1(D)(i)(c)(dd)|6
4|(ee)|a value transfer service provider.|||False|B.1(D)(i)(c)(ee)|5
2|(ii)|Permissible transactions|||True|B.1(D)(ii)|2
3|(a)|The transactions outlined in subsections (B)(ii), (B)(iii), (C)(i)(b) and (C)(ii)(b) above may be entered into by a Category Four ADLA.|||False|B.1(D)(ii)(a)|20
2|(iii)|Cross-border foreign exchange transaction reporting categories|||True|B.1(D)(iii)|6
2||The table 8 below summarises all the cross-border foreign exchange transaction reporting categories available to a Category Four ADLA, which would be limited to the approval granted:|||False|B.1(D)(iii)|27
0|B.2|Operational conditions applicable to conducting the business of an Authorised Dealer in foreign exchange with limited authority|||True|B.2|17
1|(A)|Governance|||True|B.2(A)|1
1||The following operational conditions must be adhered to by an ADLA:|||False|B.2(A)|11
2|(i)|Capital requirements|||False|B.2(A)(i)|2
3|(a)|An ADLA shall during the lifetime of its operations maintain a minimum unimpaired capital fund in a Rand denominated savings and/or investment type banking account segregated from the ADLAs business and clients' funds as follows:|||False|B.2(A)(i)(a)|35
4|(aa)|Category One: R2 million|||False|B.2(A)(i)(a)(aa)|4
4|(bb)|Category Two: R3 million|||False|B.2(A)(i)(a)(bb)|4
4|(cc)|Category Three: R5 million|||False|B.2(A)(i)(a)(cc)|4
4|(dd)|Category Four: R8 million|||False|B.2(A)(i)(a)(dd)|4
3|(b)|The funds in the savings/investment bank account may not be withdrawn or be transferred to another bank account without the prior written approval of the Financial Surveillance Department.|||False|B.2(A)(i)(b)|28
3|(c)|The unimpaired capital must remain unencumbered and may not be ceded, pledged or used as collateral by the ADLA or any of its stakeholders.|||False|B.2(A)(i)(c)|24
3|(d)|The ADLA must on a six-monthly basis (during January and July) furnish the Financial Surveillance Department with a copy of the savings/investment bank account statements for the preceding six month period together with written confirmation from the Managing Director/Chief Executive Officer of the ADLA confirming that the unimpaired capital of the ADLA has remained unencumbered and was not ceded, pledged or used as collateral by the entity or any of its stakeholders. Also see subsection (H)(iv) below.|||False|B.2(A)(i)(d)|77
2|(ii)|An ADLA shall not change its name or uses as its business name any name that has not been agreed to by the Financial Surveillance Department.|||False|B.2(A)(ii)|26
2|(iii)|The registered business address of the ADLA may not be changed without prior consultation with the Financial Surveillance Department.|||False|B.2(A)(iii)|19
2|(iv)|Any changes in the location of the head office and/or the opening of any of the branches must receive the prior written approval of the Financial Surveillance Department. See subsection (D)(v) below.|||False|B.2(A)(iv)|32
2|(v)|Only a natural or legal person who is deemed fit and proper  by the Financial Surveillance Department, may, directly or indirectly, have or take up a shareholding or an equity stake in an ADLA. In this regard, see sections A.3(B)(iii) and (iv) and A.3(C)(iii)(a) of the ADLA Manual and Annexures B and C.|||False|B.2(A)(v)|53
2|(vi)|Any person who is taking up a directorship in the ADLA will have to be deemed 'fit and proper' by the Financial Surveillance Department. In this regard see sections A.3(B)(iii) and (iv) and A.3(C)(iii)(a) of the ADLA Manual and Annexures B and C.|||False|B.2(A)(vi)|43
2|(vii)|The beneficial owner(s) of the ADLA will have to be deemed 'fit and proper' by the Financial Surveillance Department. In this regard see section A.3(B)(iii), A.3(C)(iii)(a) of the ADLA Manual and Annexures B and C.|||False|B.2(A)(vii)|35
2|(viii)|The senior exchange control officer and the anti-money laundering officer will have to be deemed 'fit and proper' by the Financial Surveillance Department. In this regard see section A.3(C)(iii)(a) and A.3(C)(iii)(g) of the ADLA Manual.|||False|B.2(A)(viii)|35
2|(ix)|Any changes to the beneficial ownership, equity structure, directors, the senior exchange control officer or the anti-money laundering officer of the ADLA must have the prior written approval of the Financial Surveillance Department.|||False|B.2(A)(ix)|33
2|(x)|An ADLA shall not offer for sale to its clients any new or enhanced foreign exchange products such as mobile, web-based money and card-based services without the specific prior approval of the Financial Surveillance Department.|||False|B.2(A)(x)|35
2|(xi)|ADLAs are not permitted to enter into foreign exchange transactions with residents of other CMA countries. If such requests are received, the clients should be referred back to their bankers in the CMA country concerned.|||False|B.2(A)(xi)|35
