Indent|Reference|Text|Document|Page|Heading|full_reference|word_count
2|(viii)|Headquarter companies can freely borrow from abroad and such funds may be deployed locally or offshore. These transactions are regarded as occurring outside South Africa.|||False|B.2(D)(viii)|25
2|(ix)|Any lending by local banks to headquarter companies will form part of the banks' macro-prudential limits.|||False|B.2(D)(ix)|16
1|(E)|South African holding company for African and offshore operations|||True|B.2(E)|9
2|(i)|Listed companies|||True|B.2(E)(i)|2
3|(a)|Companies listed on a South African exchange may establish one subsidiary within the group known as a DTMC to hold African and offshore operations for foreign direct investment purposes.|||False|B.2(E)(i)(a)|29
3|(b)|For the purposes of this section, the DTMC is treated as a non-resident company for reporting and monitoring purposes even though it is a South African tax resident, which is incorporated in South Africa, has its place of effective management in South Africa and will be subject to the following conditions:|||False|B.2(E)(i)(b)|51
4|(aa)|the DTMC must register with the Financial Surveillance Department;|||False|B.2(E)(i)(b)(aa)|9
4|(bb)|at the time of registration, the following information must be furnished to the Financial Surveillance Department:|||False|B.2(E)(i)(b)(bb)|16
5|(1)|the name(s) of the offshore target company(ies);|||False|B.2(E)(i)(b)(bb)(1)|7
5|(2)|description of what type of business the DTMC will be involved in;|||False|B.2(E)(i)(b)(bb)(2)|12
5|(3)|jurisdictions in which the offshore companies are operating in;|||False|B.2(E)(i)(b)(bb)(3)|9
5|(4)|details of the envisaged investment;|||False|B.2(E)(i)(b)(bb)(4)|5
5|(5)|the percentage equity interest and voting rights acquired in the foreign target entity; and|||False|B.2(E)(i)(b)(bb)(5)|14
5|(6)|overview of the treasury management operations.|||False|B.2(E)(i)(b)(bb)(6)|6
4|(cc)|the DTMC must be a South African tax resident, be incorporated in South Africa and have its place of effective management in South Africa;|||False|B.2(E)(i)(b)(cc)|24
4|(dd)|the treasury management operations and treasury accounts of the DTMC must be held locally with an Authorised Dealer;|||False|B.2(E)(i)(b)(dd)|18
4|(ee)|the DTMC will remain a wholly owned subsidiary of the South African parent company;|||False|B.2(E)(i)(b)(ee)|14
4|(ff)|the Authorised Dealer concerned may authorise transfers from the South African parent company to the DTMC up to R5 billion per calendar year in respect of new investments, expansions as well as other transactions of a capital nature. These transfers should not be undertaken to avoid tax;|||False|B.2(E)(i)(b)(ff)|47
4|(gg)|in addition to (ff) above, amounts of up to 25 per cent of the listed company's market capitalisation will, on application to the Financial Surveillance Department be considered, provided that the DTMC is able to demonstrate benefits to South Africa;|||False|B.2(E)(i)(b)(gg)|40
4|(hh)|the DTMC will be allowed to freely raise and deploy capital offshore, provided that any recourse is limited to the DTMC and its offshore subsidiaries;|||False|B.2(E)(i)(b)(hh)|25
4|(ii)|additional domestic capital and guarantees will be allowed to fund bona fide foreign direct investments in the same manner as the current foreign direct investment allowance;|||False|B.2(E)(i)(b)(ii)|26
4|(jj)|the DTMC will be allowed to operate as a cash management centre for South African companies. Cash pooling is allowed, subject to the following conditions:|||False|B.2(E)(i)(b)(jj)|25
5|(1)|local income such as fees and/or interest payable to the DTMC generated from cash management is freely transferable offshore;|||False|B.2(E)(i)(b)(jj)(1)|19
5|(2)|excess cash derived from South African operations may be placed in the DTMC up to the current annual limit together with cash derived from foreign operations;|||False|B.2(E)(i)(b)(jj)(2)|26
5|(3)|cash may be withdrawn from the DTMC for funding foreign and/or domestic operations;|||False|B.2(E)(i)(b)(jj)(3)|13
5|(4)|intra-day cash pooling transactions should be dealt with on a funds-in funds-out basis. Such transactions must be reported under category 297 with the subject field indicator to read ‘DTMC' and the registration number of the DTMC must be annotated in the description field. The application number of the Authorised Dealer and the authority reference number issued by the Financial Surveillance Department, where applicable, must be supplied in the applicable fields; and|||False|B.2(E)(i)(b)(jj)(4)|71
5|(5)|inward loans within the group with a tenor of at least one month from the DTMC to local beneficiaries may be approved by Authorised Dealers provided such transactions are permissible in terms of the Authorised Dealer Manual and should be reported accordingly.|||False|B.2(E)(i)(b)(jj)(5)|42
4|(kk)|the DTMC may choose its functional currency and operate a foreign currency account and a Rand denominated account for operational expenses. These accounts must be operated on a non-resident basis;|||False|B.2(E)(i)(b)(kk)|30
4|(ll)|any lending by an Authorised Dealer to the DTMC will form part of the Authorised Dealer's macro-prudential limit;|||False|B.2(E)(i)(b)(ll)|18
4|(mm)|the DTMC may enter into hedging transactions with foreign banks and/or Authorised Dealers without recourse to South Africa. Where hedging transactions are entered into with Authorised Dealers, the provisions of section D.2 of the Authorised Dealer Manual must be adhered to;|||False|B.2(E)(i)(b)(mm)|41
4|(nn)|certain reporting requirements as outlined in section B.4 of the Operations Manual as mentioned in section J.(C) of the Authorised Dealer Manual will have to be adhered to as a result of the nature of these transactions;|||False|B.2(E)(i)(b)(nn)|37
4|(oo)|the DTMC may not settle any transactions on behalf of any entities within the group. Each entity must settle its own obligations. It may also not settle transactions on behalf of any third party;|||False|B.2(E)(i)(b)(oo)|34
4|(pp)|applications for the establishment of jointly owned DTMCs will be considered by the Financial Surveillance Department; and(qq) the management of the DTMC should, within three months after the financial year end, confirm to the Financial Surveillance Department that the conditions relevant to the DTMC structure have been adhered to and that the current annual limit has not been exceeded.|||False|B.2(E)(i)(b)(pp)|59
2|(ii)|Unlisted companies|||True|B.2(E)(ii)|2
3|(a)|Unlisted companies may establish one subsidiary within the group as a DTMC to hold African and offshore operations for foreign direct investment purposes.|||False|B.2(E)(ii)(a)|23
3|(b)|For the purposes of this subsection, the DTMC is treated as a non-resident company and is subject to the following conditions:|||False|B.2(E)(ii)(b)|21
4|(aa)|the DTMC must register with the Financial Surveillance Department;|||False|B.2(E)(ii)(b)(aa)|9
4|(bb)|at the time of registration, the following information must be furnished to the Financial Surveillance Department:|||False|B.2(E)(ii)(b)(bb)|16
5|(1)|the name(s) of the offshore target company(ies);|||False|B.2(E)(ii)(b)(bb)(1)|7
5|(2)|description of what type of business the DTMC will be involved in;|||False|B.2(E)(ii)(b)(bb)(2)|12
5|(3)|jurisdictions in which the offshore companies are operating in;|||False|B.2(E)(ii)(b)(bb)(3)|9
5|(4)|details of the envisaged investment;|||False|B.2(E)(ii)(b)(bb)(4)|5
5|(5)|the percentage equity interest and voting rights acquiredin the foreign target entity; and|||False|B.2(E)(ii)(b)(bb)(5)|13
5|(6)|overview of the treasury management operations.|||False|B.2(E)(ii)(b)(bb)(6)|6
4|(cc)|the DTMC must be a South African tax resident, be incorporated in South Africa and have its place of effective management in South Africa;|||False|B.2(E)(ii)(b)(cc)|24
4|(dd)|the treasury operations and treasury accounts of the DTMC must be held locally with an Authorised Dealer;|||False|B.2(E)(ii)(b)(dd)|17
4|(ee)|the DTMC will remain a wholly owned subsidiary of the South African parent company;|||False|B.2(E)(ii)(b)(ee)|14
4|(ff)|the Authorised Dealer concerned may authorise transfers from the parent company to the DTMC up to R3 billion per calendar year in respect of new investments, expansions as well as other transactions of a capital nature;|||False|B.2(E)(ii)(b)(ff)|36
4|(gg)|additional amounts may be considered on application to the Financial Surveillance Department;|||False|B.2(E)(ii)(b)(gg)|12
4|(hh)|the DTMC will be allowed to freely raise and deploy capital offshore, provided that any recourse is limited to the DTMC and its offshore subsidiaries;|||False|B.2(E)(ii)(b)(hh)|25
4|(ii)|additional domestic capital and guarantees will be allowed to fund bona fide foreign direct investments in the same manner as the current foreign direct investment allowance;|||False|B.2(E)(ii)(b)(ii)|26
4|(jj)|the DTMC will be allowed to operate as a cash management centre for South African entities. Cash pooling is allowed, subject to following conditions:|||False|B.2(E)(ii)(b)(jj)|24
5|(1)|local income such as fees and/or interest payable to the DTMC generated from cash management is freely transferable offshore;|||False|B.2(E)(ii)(b)(jj)(1)|19
5|(2)|excess cash derived from South African operations may be placed in the DTMC up to the current annual limit together with cash derived from foreign operations; cash may be withdrawn from the DTMC for funding foreign and/or domestic operations;|||False|B.2(E)(ii)(b)(jj)(2)|39
5|(3)|intra-day cash pooling transactions should be dealt with on a funds-in funds-out basis. Such transactions must be reported under category 297 with the subject field indicator to read ‘DTMC' and the registration number of the DTMC must be annotated in the description field. The application number of the Authorised Dealer and the authority reference number issued by the Financial Surveillance Department, where applicable, must be supplied in the applicable fields; and|||False|B.2(E)(ii)(b)(jj)(3)|71
5|(4)|inward loans within the group with a tenor of at least one month from the DTMC to local beneficiaries may be approved by Authorised Dealers provided such transactions are permissible in terms of the Authorised Dealer Manual and should be reported accordingly.|||False|B.2(E)(ii)(b)(jj)(4)|42
4|(kk)|the DTMC may choose its functional currency and operate a foreign currency account and a Rand denominated account for operational expenses. These accounts must be operated on a non-resident basis;|||False|B.2(E)(ii)(b)(kk)|30
4|(ll)|any lending by local banks to the DTMC will form part of the Authorised Dealer's macro-prudential limit;|||False|B.2(E)(ii)(b)(ll)|17
4|(mm)|the DTMC may enter into hedging transactions with foreign banks and/or Authorised Dealers without recourse to South Africa. Where hedging transactions are entered into with Authorised Dealers, the provisions of section D.2 of the Authorised Dealer Manual must be adhered to;|||False|B.2(E)(ii)(b)(mm)|41
4|(nn)|certain reporting requirements as outlined in section B.4 of the Operations Manual as mentioned in section J.(C) of the Authorised Dealer Manual will have to be adhered to as a result of the nature of these transactions; and|||False|B.2(E)(ii)(b)(nn)|38
4|(oo)|the management of the DTMC should, within three months after the financial year end, confirm to the Financial Surveillance Department that the conditions relevant to the DTMC structure have been adhered to and that the current annual limit has not been exceeded.|||False|B.2(E)(ii)(b)(oo)|42
2|(iii)|Financial services sector|||True|B.2(E)(iii)|3
3|(a)|Companies operating in the financial services sector (i.e., registered banks and insurance companies) may establish one subsidiary within the group as a DTMC to hold African and offshore operations for foreign direct investment purposes and domestic treasury management operations.|||False|B.2(E)(iii)(a)|39
3|(b)|The DTMC will be subject to the following conditions:|||False|B.2(E)(iii)(b)|9
4|(aa)|an application must be submitted to the Financial Surveillance Department through an Authorised Dealer;|||False|B.2(E)(iii)(b)(aa)|14
4|(bb)|the DTMC must be a South African tax resident, be incorporated in South Africa and have its place of effective management in South Africa;|||False|B.2(E)(iii)(b)(bb)|24
4|(cc)|as an exception to (bb) above, until 2018-12-31, a treasury management company that was in existence prior to 2018-02-21 and was incorporated in a foreign tax jurisdiction and the place of effective management of that company is in South Africa, was considered for the DTMC dispensation;|||False|B.2(E)(iii)(b)(cc)|46
4|(dd)|the Financial Surveillance Department may authorise transfers from the parent company to the DTMC up to R5 billion per calendar year in respect of new investments, expansions as well as other transactions of a capital nature. There will be no restriction up to this amount on transfers in and out of the DTMC, provided that such transfers are not undertaken to avoid tax;|||False|B.2(E)(iii)(b)(dd)|63
4|(ee)|additional amounts may be considered on application to the Financial Surveillance Department and the Prudential Authority, however, the additional amounts of up to 25 per cent of the listed company's market capitalisation mentioned in subsection (i)(b)(gg) above will not apply;|||False|B.2(E)(iii)(b)(ee)|40
4|(ff)|the treasury operations and treasury accounts of the DTMC must be held locally with an Authorised Dealer;|||False|B.2(E)(iii)(b)(ff)|17
4|(gg)|the DTMC may choose its functional currency and operate a foreign currency account and a Rand denominated account for operational expenses. These accounts must be operated on a non-resident basis;|||False|B.2(E)(iii)(b)(gg)|30
4|(hh)|the DTMC will remain a wholly owned subsidiary of the South African parent company;|||False|B.2(E)(iii)(b)(hh)|14
4|(ii)|any lending by an Authorised Dealer to the DTMC will form part of the Authorised Dealer's macro-prudential limit;|||False|B.2(E)(iii)(b)(ii)|18
4|(jj)|certain reporting requirements as outlined in section B.4 of the Operations Manual as mentioned in section J.(C) of the Authorised Dealer Manual will have to be adhered to as a result of the nature of these transactions; and|||False|B.2(E)(iii)(b)(jj)|38
4|(kk)|the management of the DTMC should, within three months after the financial year end, confirm to the Financial Surveillance Department that the conditions relevant to the DTMC structure have been adhered to and that the current annual limit has not been exceeded.|||False|B.2(E)(iii)(b)(kk)|42
1|(F)|Technology, media, telecommunications, exploration and other research and development companies|||True|B.2(F)|10
2|(i)|Authorised Dealers are advised that unlisted technology, media, telecommunications, exploration and other research and development companies may apply to the Financial Surveillance Department for approval to primary list offshore to raise foreign loans and capital for their operations, subject to the following conditions:|||False|B.2(F)(i)|43
3|(a)|registration with the Financial Surveillance Department;|||False|B.2(F)(i)(a)|6
3|(b)|such a company must operate as a South African tax resident and be incorporated and effectively managed and controlled in South Africa;|||False|B.2(F)(i)(b)|22
3|(c)|intellectual property must remain registered in South Africa, but may be assigned offshore, subject to appropriate tax treatment; (d) the offshore listed entity must secondary list in South Africa within two years following the successful offshore listing;|||False|B.2(F)(i)(c)|37
3|(e)|a report must be submitted to the Financial Surveillance Department on the status of the offshore listing; and|||False|B.2(F)(i)(e)|18
3|(f)|an annual report must be submitted to the Financial Surveillance Department on the operations, including details of funds raised offshore.|||False|B.2(F)(i)(f)|20
2|(ii)|Authorised Dealers are advised that unlisted South African technology, media, telecommunications, exploration and other research and development companies may establish an offshore company to raise foreign funding for their operations, subject to the following conditions:|||False|B.2(F)(ii)|35
3|(a)|registration with the Financial Surveillance Department;|||False|B.2(F)(ii)(a)|6
3|(b)|the established offshore company must be a tax resident in South Africa;|||False|B.2(F)(ii)(b)|12
3|(c)|full details of the percentage shareholding in the offshore company including the group structure must be provided; and|||False|B.2(F)(ii)(c)|18
3|(d)|an annual report must be submitted to the Financial Surveillance Department on the operations, including details of funds raised offshore.|||False|B.2(F)(ii)(d)|20
2|(iii)|Companies established in terms of (ii) above, may in turn hold investments and/or make loans into South Africa.|||False|B.2(F)(iii)|18
2|(iv)|Also see section G.(K)(iv) of the Authorised Dealer Manual.|||False|B.2(F)(iv)|9
1|(G)|South African private equity funds|||True|B.2(G)|5
2|(i)|Private equity funds that are members of the South African Venture Capital Association, mandated to invest outside the CMA, may apply to the Financial Surveillance Department for approval to invest offshore. The following information must accompany such applications:|||False|B.2(G)(i)|38
3|(a)|a copy of the local en-commandite partnership's mandate to invest outside the CMA or, in the case of a local fund running parallel with an offshore fund, a copy of the co-investment agreement between the local and foreign partnership;|||False|B.2(G)(i)(a)|39
3|(b)|cash flow projections for a 36-month period indicating the amount of capital to be exited from South Africa for investment purposes; and|||False|B.2(G)(i)(b)|22
3|(c)|the percentage equity interest and voting rights acquired in the foreign target entity.|||False|B.2(G)(i)(c)|13
2|(ii)|Private equity funds with authorised foreign assets may invest in South Africa, provided that where South African assets are acquired through an offshore structure (loop structure), the investment is reported to an Authorised Dealer as and when the transaction(s) is finalised as well as the submission of an annual progress report to the Financial Surveillance Department via an Authorised Dealer. The aforementioned party also has to view an independent auditor's written confirmation or suitable documentary evidence verifying that such loop transaction(s) is concluded on an arm's length basis, for a fair and market related price.|||False|B.2(G)(ii)|95
2|(iii)|The information called for in subsection (i) above must be furnished by the Authorised Dealer to the Financial Surveillance Department and should, inter alia, include the name(s) of the South African affiliated foreign investor(s), a description of the assets to be acquired (including inward foreign loans, the acquisition of shares and the acquisition of property), the name of the South African target investment company, if applicable and the date of the acquisition as well as the actual foreign currency amount introduced including a transaction reference number.|||False|B.2(G)(iii)|86
2|(iv)|In addition, all inward loans from South African affiliated foreign investors must comply with the directives issued in section I.3(B) of the Authorised Dealer Manual.|||False|B.2(G)(iv)|25
2|(v)|Existing unauthorised loop structures (i.e. created by private equity funds prior to 2021-01-01) and/or unauthorised loop structures must still be regularised with the Financial Surveillance Department.|||False|B.2(G)(v)|26
2|(vi)|Institutional investors and Authorised Dealers must be aware that in terms of the ‘look-through' principle, any offshore acquisitions held indirectly via the local private equity fund must be marked off against their respective prudential limits.|||False|B.2(G)(vi)|35
1|(H)|South African institutional investors|||True|B.2(H)|4
2|(i)|Institutions subject to a prudential limit in respect of foreign exposure|||True|B.2(H)(i)|11
3|(a)|Institutional investors refer to:|||False|B.2(H)(i)(a)|4
4|(aa)|pension funds registered under the Pension Funds Act;|||False|B.2(H)(i)(a)(aa)|8
4|(bb)|life insurers licensed under the Insurance Act to conduct life insurance business with a distinction between:|||False|B.2(H)(i)(a)(bb)|16
5||1. non-linked business, i.e. the underwritten policy business other than individual and fund investment linked business; and|||False|B.2(H)(i)(a)(bb)(4)|17
5||2. linked business, i.e. individual and fund investment linked business;|||False|B.2(H)(i)(a)(bb)(4)|10
4|(cc)|CIS managers registered under CISCA to administer collective investment schemes; and|||False|B.2(H)(i)(a)(cc)|11
4|(dd)|discretionary financial services providers authorised under the FAIS Act registered with the Financial Surveillance Department as institutional investors. A discretionary financial services provider means a Category II and IIA financial services provider authorised in terms of the FAIS Act.|||False|B.2(H)(i)(a)(dd)|39
3|(b)|Institutional investors may invest funds offshore up to the prudential limit and subject to the requirements as outlined below.|||False|B.2(H)(i)(b)|19
3|(c)|Discretionary financial services providers may elect to register with the Financial Surveillance Department as an institutional investor. Registration is required for all discretionary financial services providers wishing to invest and/or manage funds offshore in respect of retail as well as institutional assets. A request, on the official letterhead of the discretionary financial services provider, should be emailed to sarbportfolio@resbank.co.za. Subsequent to registration, the requirements outlined in (viii) below must also be adhered to.|||False|B.2(H)(i)(c)|73
3|(d)|For discretionary financial services providers to register with the Financial Surveillance Department as an institutional investor, it must be authorised by the Financial Sector Conduct Authority as a discretionary financial services provider.|||False|B.2(H)(i)(d)|32
3|(e)|For an authorised user, excluding an external authorised user, (as defined in the Financial Markets Act) to register with the Financial Surveillance Department as an institutional investor, it must in addition to the registration with a South African exchange also be authorised by the Financial Sector Conduct Authority as a discretionary financial services provider.|||False|B.2(H)(i)(e)|54
3|(f)|Discretionary financial services providers who elect not to register as institutional investors with the Financial Surveillance Department, may not invest and/or manage funds offshore in respect of retail as well as institutional assets, but will be able to acquire foreign exposure for their clients only through another domestic institutional investor. These discretionary financial services providers, who elect not to register with the Financial Surveillance Department, are treated as intermediaries and are exempt from the requirements as outlined in (viii) below.|||False|B.2(H)(i)(f)|80
3|(g)|Discretionary financial services providers are required to declare their status regarding registration with the Financial Surveillance Department when they invest with another domestic institutional investor.|||False|B.2(H)(i)(g)|25
3|(h)|Should a discretionary financial services provider elect to withdraw its registration with the Financial Surveillance Department, a request, on its official letterhead should be emailed to sarbportfolio@resbank.co.za.|||False|B.2(H)(i)(h)|27
2|(ii)|The distinction between institutional assets and retail assets|||True|B.2(H)(ii)|8
3|(a)|The reporting procedure requires that a distinction be made between institutional assets under management and retail assets under management.|||False|B.2(H)(ii)(a)|19
3|(b)|Institutional assets|||False|B.2(H)(ii)(b)|2
4|(aa)|Institutional assets refer to assets held or managed on behalf of other institutional investors as well as assets received indirectly from institutional investors through an intermediary, such as an administrative financial services provider, nominee company or a discretionary financial services provider not registered as an institutional investor with the Financial Surveillance Department. All assets sourced from an intermediary identified as institutional assets applicable to the underlying institutional investor should be included as institutional assets in the quarterly asset allocation report of the managing institutional investor.|||False|B.2(H)(ii)(b)(aa)|85
3|(c)|Retail assets|||False|B.2(H)(ii)(c)|2
4|(aa)|Retail assets refer to assets received from individuals and other entities such as companies, trusts, as well as assets received indirectly from retail clients through an intermediary, such as an administrative financial services provider, nominee company or a discretionary financial services provider not registered as an institutional investor with the Financial Surveillance Department. All assets sourced from an intermediary identified as retail assets applicable to the underlying retail client should be included as retail assets in the quarterly asset allocation report of the reporting institutional investor.|||False|B.2(H)(ii)(c)(aa)|86
3|(d)|Foreign assets|||False|B.2(H)(ii)(d)|2
4|(aa)|Foreign assets are defined by the Financial Surveillance Department as the sum of foreign currency denominated assets and Rand denominated foreign assets.|||False|B.2(H)(ii)(d)(aa)|22
4|(bb)|Foreign currency denominated assets may be acquired directly through foreign currency transfers from South Africa.|||False|B.2(H)(ii)(d)(bb)|15
4|(cc)|Rand denominated foreign assets may be acquired indirectly through investments with another domestic institutional investor or by acquiring approved inward listed investments, excluding inward listed shares, based on foreign referenced assets or issued by foreign entities, listed on a South African exchange. (See section H. of the Authorised Dealer Manual for the definition of inward listed shares.)|||False|B.2(H)(ii)(d)(cc)|57
2|(iii)|The distinction between managing institution and originating institution|||True|B.2(H)(iii)|8
3|(a)|Managing institution|||False|B.2(H)(iii)(a)|2
4|(aa)|A managing institution is a life insurer, CIS manager or discretionary financial services provider registered with the Financial Surveillance Department that offers investment products to institutional and/or retail clients.|||False|B.2(H)(iii)(a)(aa)|29
3|(b)|Originating institution|||False|B.2(H)(iii)(b)|2
4|(aa)|An originating institution is an institutional investor that qualifies for a prudential limit that elects to invest in products offered by a managing institution, either directly or through an intermediary, such as a discretionary financial services provider not registered as an institutional investor with the Financial Surveillance Department or an administrative financial services provider.|||False|B.2(H)(iii)(b)(aa)|54
2|(iv)|Prudential limit|||True|B.2(H)(iv)|2
3|(a)|The foreign exposure of retail assets may not exceed:|||False|B.2(H)(iv)(a)|9
4|(aa)|45 per cent in the case of pension funds; the linked and non-linked business of life insurers; CIS managers; and discretionary financial services providers registered as institutional investors with the Financial Surveillance Department.|||False|B.2(H)(iv)(a)(aa)|33
3|(b)|The prudential limit in respect of foreign exposure is applied to an institutional investor's total retail assets under management.|||False|B.2(H)(iv)(b)|19
3|(c)|The provisions of subsection (G) above should also be adhered to in respect of any offshore acquisitions held indirectly via a local private equity fund.|||False|B.2(H)(iv)(c)|25
3|(d)|For statistical purposes the quarterly asset allocation report should continue to be completed in its existing format, indicating the investments in offshore as well as the African assets separately. The combined exposure, i.e. offshore and African, should not exceed the prudential limit of 45 per cent of retail assets under management. In terms of investments in African assets, the following is applicable:|||False|B.2(H)(iv)(d)|62
4|(aa)|African debt encompasses debt securities issued and listed on a South African exchange by African governments, African public entities, African local authorities, African development agencies and by non-African development institutions where the funds raised are earmarked for use in Africa.|||False|B.2(H)(iv)(d)(aa)|40
4|(bb)|African assets can be acquired as follows:|||False|B.2(H)(iv)(d)(bb)|7
5|(1)|directly by acquiring foreign currency denominated portfolio assets in Africa through foreign currency transfers from South Africa. A collective investment scheme in South Africa sanctioned by the Financial Sector Conduct Authority is preferred in instances where the institutional investor wishes to obtain direct African exposure by means of a pooling arrangement (e.g. an African fund set up specifically by a managing institution);|||False|B.2(H)(iv)(d)(bb)(1)|62
5|(2)|indirectly by acquiring approved inward listed debt instruments listed on a South African exchange and classified as ‘African'. (See (d)(aa) above for the criteria for ‘African' classification);|||False|B.2(H)(iv)(d)(bb)(2)|27
5|(3)|indirectly, on application to the Financial Surveillance Department through an Authorised Dealer, through a foreign registered fund mandated to invest into Africa. The foreign registered fund should be mandated to invest at least 75 per cent of funds under management into Africa. A copy of the mandate or prospectus must accompany such application; or|||False|B.2(H)(iv)(d)(bb)(3)|54
5|(4)|indirectly, on application to the Financial Surveillance Department through an Authorised Dealer, through investments in instruments issued by African entities that are listed on non-African exchanges to raise funds earmarked for use in Africa.|||False|B.2(H)(iv)(d)(bb)(4)|34
3|(e)|Compliance with the prudential limit does not preclude an institutional investor from also having to comply with any relevant prudential regulations as administered by the Financial Sector Conduct Authority.|||False|B.2(H)(iv)(e)|29
2|(v)|Requirements for Authorised Dealers|||True|B.2(H)(v)|4
3|(a)|Authorised Dealers must ensure that when facilitating the transfer of funds on behalf of institutional investors, where such funds represent retail assets under management, the underlying retail clients' accounts are not debited for conversion purposes under any circumstances. A separate trust account, either in the name of the managing institution or in the name of a party mandated by the managing institution, must be debited for this purpose and the transaction must be reported in the name of the institutional investor in terms of the requirements of the Reporting System.|||False|B.2(H)(v)(a)|90
3|(b)|Authorised Dealers are not required to scrutinise the quarterly asset allocation reports of institutional investors wishing to obtain foreign exposure.|||False|B.2(H)(v)(b)|20
3|(c)|Authorised Dealers are obliged to ensure that they are dealing with a legitimate institutional investor.|||False|B.2(H)(v)(c)|15
3|(d)|Prior to the transfer of any funds abroad in respect of pension funds, life insurers, discretionary financial services providers registered with the Financial Surveillance Department and CIS managers, Authorised Dealers must obtain:|||False|B.2(H)(v)(d)|32
4|(aa)|a registration certificate issued by the Financial Sector Conduct Authority; and|||False|B.2(H)(v)(d)(aa)|11
4|(bb)|documentary evidence confirming the acceptance (not acknowledgement) of the latest quarterly asset allocation report of the institutional investor issued by the Financial Surveillance Department.|||False|B.2(H)(v)(d)(bb)|24
3|(e)|In instances where Authorised Dealers are unable to confirm the registration of an institutional investor with the Financial Sector Conduct Authority and/or obtain proof of acceptance of the quarterly asset allocation report, the matter must be referred to the Financial Surveillance Department.|||False|B.2(H)(v)(e)|42
3|(f)|Authorised Dealers must adhere to section A.3(E)(viii)(b) of the Authorised Dealer Manual in respect of foreign exchange or hedging transactions with registered institutional investors domiciled and incorporated in Lesotho, eSwatini and/or Namibia.|||False|B.2(H)(v)(f)|32
2|(vi)|Requirements for institutional investors|||True|B.2(H)(vi)|4
3|(a)|Under no circumstances may retail clients have direct access to the foreign assets and all assets abroad must be registered in the name of either an offshore nominee company/custodian or the managing institution.|||False|B.2(H)(vi)(a)|33
3|(b)|As an exception to (a) above, discretionary foreign assets under the management of a discretionary financial services provider, where it is a legislative requirement, may be registered in the name of the underlying retail client as the beneficial owner, provided that:|||False|B.2(H)(vi)(b)|41
4|(aa)|the discretionary financial services provider is registered as the sole authorised intermediary or signatory; and|||False|B.2(H)(vi)(b)(aa)|15
4|(bb)|the discretionary financial services provider is the only party that has exclusive transactional authority over any foreign assets beneficially held in the name of the retail client.|||False|B.2(H)(vi)(b)(bb)|27
3|(c)|The offshore nominee company/custodian or the managing  institution will hold the beneficial ownership on behalf of retail clients resulting in the retail clients not being able to transfer ownership nor change registration of the foreign assets into their own names. It follows, therefore, that the only recourse that retail clients have to the managing institution is a domestic payment in Rand.|||False|B.2(H)(vi)(c)|61
3|(d)|Existing offshore assets may only be transferred between institutional investors, subject to the transferring institutional investor viewing:|||False|B.2(H)(vi)(d)|17
4|(aa)|a letter confirming the authority to transfer the offshore assets directly to the receiving institutional investor; and|||False|B.2(H)(vi)(d)(aa)|17
4|(bb)|a letter from the receiving institutional investor on its letterhead confirming that it:|||False|B.2(H)(vi)(d)(bb)|13
5|(1)|has proof of the acceptance by the Financial Surveillance Department of its latest quarterly asset allocation report;|||False|B.2(H)(vi)(d)(bb)(1)|17
5|(2)|has sufficient capacity available in terms of its prudential limit; and|||False|B.2(H)(vi)(d)(bb)(2)|11
5|(3)|will include the offshore assets to be received in its quarterly asset allocation report as retail assets and/or institutional assets.|||False|B.2(H)(vi)(d)(bb)(3)|20
4|(cc)|Offshore assets in transit should be reported in the quarterly asset allocation report of the transferring institutional investor until such time the funds have been accepted by the receiving institutional investor.|||False|B.2(H)(vi)(d)(cc)|31
3|(e)|In the event of existing local assets being transferred between institutional investors, the local assets in transit should be reported in the quarterly asset allocation report of the transferring institutional investor until such time the funds have been accepted by the receiving institutional investor.|||False|B.2(H)(vi)(e)|44
3|(f)|Where a managing institution manages funds on behalf of an originating institution, the managing institution may, in principle, invest the funds of the originating institution offshore, subject only to the mandate agreed with the originating institution or otherwise outlined in the mandate of a pooled investment product.|||False|B.2(H)(vi)(f)|47
3|(g)|Where funds of an originating institution are transferred between managing institutions, the originating institution should ensure that the funds in transit are still included in its quarterly asset allocation report whilst such funds are in the process of being transferred to the new managing institution.|||False|B.2(H)(vi)(g)|45
3|(h)|Institutional investors may participate in instruments issued by local entities in the offshore market whether priced in Rand or foreign currency on condition that the requirements of the Financial Sector Conduct Authority are complied with. These investments will be subject to the prudential limit.|||False|B.2(H)(vi)(h)|44
3|(i)|The originating institution retains the responsibility for ensuring that both its direct and indirect foreign investments remain within the prudential limit. To ensure the consistent classification of foreign exposure, institutional investors are required to report their assets on a ‘look-through' basis.|||False|B.2(H)(vi)(i)|41
3|(j)|Institutional investors may not transfer Rand offshore. In order for an institutional investor to participate in Rand denominated instruments issued offshore, Rand would have to be converted to foreign currency and the resultant foreign currency be re-converted back to Rand in the offshore market to purchase the instrument.|||False|B.2(H)(vi)(j)|48
3|(k)|Institutional investors may not repatriate Rand to South Africa. Foreign currency proceeds in respect of prudential investments, i.e. capital and income, must be converted to Rand in South Africa with a local Authorised Dealer as the counterparty to the foreign exchange transaction.|||False|B.2(H)(vi)(k)|42
